Manufacturer;Name;Number of Rollers;FTF;BSF;BPFO;BPFI
FAG;NJ2316VH;13;0.4;2.42;5.21;7.79
FAG;NJ2317E;13;0.4;2.48;5.23;7.76
FAG;NJ2317VH;13;0.4;2.48;5.23;7.76
FAG;NJ2318E;13;0.4;2.42;5.21;7.78
FAG;NJ2318VH;13;0.4;2.42;5.21;7.78
FAG;NJ2319E;14;0.4;2.57;5.68;8.31
FAG;NJ2319VH;14;0.4;2.57;5.68;8.31
FAG;NJ2320ED.TV;13;0.4;2.39;5.19;7.8
FAG;NJ2320E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2320E.TVP.C4;13;0.4;2.39;5.19;7.8
FAG;NJ2322E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2322MSKR;14;0.38;2.14;5.44;8.55
FAG;NJ2322VH;14;0.38;2.14;5.44;8.55
FAG;NJ2324E;13;0.4;2.42;5.21;7.78
FAG;NJ2324E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2324VH;14;0.38;2.14;5.44;8.55
FAG;NJ2326E;14;0.4;2.49;5.64;8.35
FAG;NJ2326E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2326VH;14;0.38;2.14;5.44;8.55
FAG;NJ2328E;14;0.4;2.54;5.67;8.32
FAG;NJ2328E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2328VH;14;0.38;2.14;5.44;8.55
FAG;NJ232E;19;0.43;3.47;8.16;10.83
FAG;NJ2330E.TVP2;14;0.4;2.55;5.67;8.32
FAG;NJ2330VH;14;0.38;2.14;5.44;8.55
FAG;NJ2332E.TVP2;14;0.4;2.53;5.66;8.33
FAG;NJ2332VH;14;0.38;2.14;5.44;8.55
FAG;NJ2334E.TVP2;15;0.41;2.85;6.22;8.77
FAG;NJ2334VH;14;0.38;2.14;5.44;8.55
FAG;NJ2336E.TVP2;15;0.41;2.83;6.21;8.78
FAG;NJ2336VH;15;0.39;2.3;5.94;9.05
FAG;NJ2338E.TVP2;15;0.41;2.86;6.22;8.77
FAG;NJ2338VH;14;0.38;2.14;5.44;8.55
FAG;NJ2340;15;0.41;3.01;6.29;8.71
FAG;NJ2340VH (A);14;0.38;6.03;5.44;8.55
FAG;NJ2340VH (B);15;0.41;3.01;6.29;8.71
FAG;NJ2344;15;0.41;2.95;6.26;8.73
FAG;NJ2348;16;0.41;3;6.7;9.29
FAG;NJ2348E.TVP2;16;0.41;3;6.7;9.29
FAG;NJ234E;18;0.42;3.3;7.66;10.33
FAG;NJ234(E.TVP2);18;0.42;3.3;7.66;10.33
FAG;NJ2352E.TVP2;16;0.42;3.04;6.72;9.28
FAG;NJ236E;19;0.42;3.44;8.14;10.85
FAG;NJ236M;19;0.42;3.44;8.14;10.85
FAG;NJ238E;19;0.42;3.45;8.15;10.84
FAG;NJ240E;19;0.42;3.46;8.15;10.84
FAG;NJ240(E.TVP2);19;0.42;3.46;8.15;10.84
FAG;NJ244;19;0.43;3.81;8.27;10.72
FAG;NJ244M;19;0.43;3.81;8.27;10.72
FAG;NJ248;19;0.43;3.71;8.24;10.75
FAG;NJ252;19;0.43;3.63;8.21;10.78
FAG;NJ252(E.TVP2);19;0.43;3.63;8.21;10.78
FAG;NJ256;19;0.43;3.83;8.28;10.71
FAG;NJ256M;19;0.43;3.83;8.28;10.71
FAG;NJ260;19;0.43;3.68;8.23;10.76
FAG;NJ264;19;0.43;3.68;8.23;10.76
FAG;NJ264(E.TVP2);19;0.43;3.68;8.23;10.76
FAG;NJ303E;10;0.37;1.88;3.75;6.24
FAG;NJ303M;10;0.37;1.88;3.75;6.24
FAG;NJ305E;11;0.38;2.08;4.25;6.75
FAG;NJ305E.TVP2;11;0.38;2.08;4.25;6.75
FAG;NJ306E;12;0.39;2.23;4.71;7.28
FAG;NJ306M;12;0.39;2.23;4.71;7.28
FAG;NJ307E;12;0.39;2.32;4.76;7.23
FAG;NJ308E;12;0.39;2.25;4.72;7.27
FAG;NJ308E.TVP2;12;0.39;2.25;4.72;7.27
FAG;NJ309E;13;0.39;2.34;5.17;7.82
FAG;NJ309M;13;0.39;2.34;5.17;7.82
FAG;NJ310E;13;0.4;2.43;5.21;7.78
FAG;NJ311E;13;0.39;2.35;5.17;7.82
FAG;NJ311E.TVP2;13;0.39;2.35;5.17;7.82
FAG;NJ312E;13;0.4;2.42;5.21;7.78
FAG;NJ312M;13;0.4;2.42;5.21;7.78
FAG;NJ313E;13;0.39;2.36;5.18;7.81
FAG;NJ314E;13;0.4;2.42;5.21;7.78
FAG;NJ314E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NJ315E;13;0.39;2.37;5.18;7.81
FAG;NJ 315E;9;0.375;1.878;3.6;5.4
FAG;NJ315M;13;0.39;2.37;5.18;7.81
FAG;NJ316E;13;0.4;2.42;5.21;7.79
FAG;NJ317E;13;0.4;2.48;5.23;7.76
FAG;NJ317E.TVP2;13;0.4;2.48;5.23;7.76
FAG;NJ318E;13;0.4;2.42;5.21;7.78
FAG;NJ318M;13;0.4;2.42;5.21;7.78
FAG;NJ319E;14;0.4;2.57;5.68;8.31
FAG;NJ320E;13;0.4;2.39;5.19;7.8
FAG;NJ320E.TVP2;13;0.4;2.39;5.19;7.8
FAG;NJ321E;13;0.39;2.35;5.17;7.82
FAG;NJ321M;13;0.39;2.35;5.17;7.82
FAG;NJ322E;13;0.4;2.5;5.25;7.74
FAG;NJ324E;13;0.4;2.42;5.21;7.78
FAG;NJ324E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NJ326E;13;0.4;2.49;5.24;7.75
FAG;NJ326M;13;0.4;2.49;5.24;7.75
FAG;NJ328E;14;0.4;2.54;5.67;8.32
FAG;NJ330E;15;0.4;2.55;6.08;8.91
FAG;NJ330E.TVP2;15;0.4;2.55;6.08;8.91
FAG;NJ332E;14;0.4;2.53;5.66;8.33
FAG;NJ332M;14;0.4;2.53;5.66;8.33
FAG;NJ334;15;0.41;2.85;6.22;8.77
FAG;NJ2316VH;13;0.4;2.42;5.21;7.79
FAG;NJ2317E;13;0.4;2.48;5.23;7.76
FAG;NJ2317VH;13;0.4;2.48;5.23;7.76
FAG;NJ2318E;13;0.4;2.42;5.21;7.78
FAG;NJ2318VH;13;0.4;2.42;5.21;7.78
FAG;NJ2319E;14;0.4;2.57;5.68;8.31
FAG;NJ2319VH;14;0.4;2.57;5.68;8.31
FAG;NJ2320ED.TV;13;0.4;2.39;5.19;7.8
FAG;NJ2320E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2320E.TVP.C4;13;0.4;2.39;5.19;7.8
FAG;NJ2322E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2322MSKR;14;0.38;2.14;5.44;8.55
FAG;NJ2322VH;14;0.38;2.14;5.44;8.55
FAG;NJ2324E;13;0.4;2.42;5.21;7.78
FAG;NJ2324E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2324VH;14;0.38;2.14;5.44;8.55
FAG;NJ2326E;14;0.4;2.49;5.64;8.35
FAG;NJ2326E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2326VH;14;0.38;2.14;5.44;8.55
FAG;NJ2328E;14;0.4;2.54;5.67;8.32
FAG;NJ2328E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NJ2328VH;14;0.38;2.14;5.44;8.55
FAG;NJ232E;19;0.43;3.47;8.16;10.83
FAG;NJ2330E.TVP2;14;0.4;2.55;5.67;8.32
FAG;NJ2330VH;14;0.38;2.14;5.44;8.55
FAG;NJ2332E.TVP2;14;0.4;2.53;5.66;8.33
FAG;NJ2332VH;14;0.38;2.14;5.44;8.55
FAG;NJ2334E.TVP2;15;0.41;2.85;6.22;8.77
FAG;NJ2334VH;14;0.38;2.14;5.44;8.55
FAG;NJ2336E.TVP2;15;0.41;2.83;6.21;8.78
FAG;NJ2336VH;15;0.39;2.3;5.94;9.05
FAG;NJ2338E.TVP2;15;0.41;2.86;6.22;8.77
FAG;NJ2338VH;14;0.38;2.14;5.44;8.55
FAG;NJ2340;15;0.41;3.01;6.29;8.71
FAG;NJ2340VH (A);14;0.38;6.03;5.44;8.55
FAG;NJ2340VH (B);15;0.41;3.01;6.29;8.71
FAG;NJ2344;15;0.41;2.95;6.26;8.73
FAG;NJ2348;16;0.41;3;6.7;9.29
FAG;NJ2348E.TVP2;16;0.41;3;6.7;9.29
FAG;NJ234E;18;0.42;3.3;7.66;10.33
FAG;NJ234(E.TVP2);18;0.42;3.3;7.66;10.33
FAG;NJ2352E.TVP2;16;0.42;3.04;6.72;9.28
FAG;NJ236E;19;0.42;3.44;8.14;10.85
FAG;NJ236M;19;0.42;3.44;8.14;10.85
FAG;NJ238E;19;0.42;3.45;8.15;10.84
FAG;NJ240E;19;0.42;3.46;8.15;10.84
FAG;NJ240(E.TVP2);19;0.42;3.46;8.15;10.84
FAG;NJ244;19;0.43;3.81;8.27;10.72
FAG;NJ244M;19;0.43;3.81;8.27;10.72
FAG;NJ248;19;0.43;3.71;8.24;10.75
FAG;NJ252;19;0.43;3.63;8.21;10.78
FAG;NJ252(E.TVP2);19;0.43;3.63;8.21;10.78
FAG;NJ256;19;0.43;3.83;8.28;10.71
FAG;NJ256M;19;0.43;3.83;8.28;10.71
FAG;NJ260;19;0.43;3.68;8.23;10.76
FAG;NJ264;19;0.43;3.68;8.23;10.76
FAG;NJ264(E.TVP2);19;0.43;3.68;8.23;10.76
FAG;NJ303E;10;0.37;1.88;3.75;6.24
FAG;NJ303M;10;0.37;1.88;3.75;6.24
FAG;NJ305E;11;0.38;2.08;4.25;6.75
FAG;NJ305E.TVP2;11;0.38;2.08;4.25;6.75
FAG;NJ306E;12;0.39;2.23;4.71;7.28
FAG;NJ306M;12;0.39;2.23;4.71;7.28
FAG;NJ307E;12;0.39;2.32;4.76;7.23
FAG;NJ308E;12;0.39;2.25;4.72;7.27
FAG;NJ308E.TVP2;12;0.39;2.25;4.72;7.27
FAG;NJ309E;13;0.39;2.34;5.17;7.82
FAG;NJ309M;13;0.39;2.34;5.17;7.82
FAG;NJ310E;13;0.4;2.43;5.21;7.78
FAG;NJ311E;13;0.39;2.35;5.17;7.82
FAG;NJ311E.TVP2;13;0.39;2.35;5.17;7.82
FAG;NJ312E;13;0.4;2.42;5.21;7.78
FAG;NJ312M;13;0.4;2.42;5.21;7.78
FAG;NJ313E;13;0.39;2.36;5.18;7.81
FAG;NJ314E;13;0.4;2.42;5.21;7.78
FAG;NJ314E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NJ315E;13;0.39;2.37;5.18;7.81
FAG;NJ 315E;9;0.375;1.878;3.6;5.4
FAG;NJ315M;13;0.39;2.37;5.18;7.81
FAG;NJ316E;13;0.4;2.42;5.21;7.79
FAG;NJ317E;13;0.4;2.48;5.23;7.76
FAG;NJ317E.TVP2;13;0.4;2.48;5.23;7.76
FAG;NJ318E;13;0.4;2.42;5.21;7.78
FAG;NJ318M;13;0.4;2.42;5.21;7.78
FAG;NJ319E;14;0.4;2.57;5.68;8.31
FAG;NJ320E;13;0.4;2.39;5.19;7.8
FAG;NJ320E.TVP2;13;0.4;2.39;5.19;7.8
FAG;NJ321E;13;0.39;2.35;5.17;7.82
FAG;NJ321M;13;0.39;2.35;5.17;7.82
FAG;NJ322E;13;0.4;2.5;5.25;7.74
FAG;NJ324E;13;0.4;2.42;5.21;7.78
FAG;NJ324E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NJ326E;13;0.4;2.49;5.24;7.75
FAG;NJ326M;13;0.4;2.49;5.24;7.75
FAG;NJ328E;14;0.4;2.54;5.67;8.32
FAG;NJ330E;15;0.4;2.55;6.08;8.91
FAG;NJ330E.TVP2;15;0.4;2.55;6.08;8.91
FAG;NJ332E;14;0.4;2.53;5.66;8.33
FAG;NJ332M;14;0.4;2.53;5.66;8.33
FAG;NJ334;15;0.41;2.85;6.22;8.77
FAG;NU19/530;38;0.46;7.34;17.71;20.28
FAG;NU19/560;38;0.46;7.24;17.69;20.3
FAG;NU19/560E;38;0.46;7.24;17.69;20.3
FAG;NU19/600;40;0.46;7.25;18.62;21.37
FAG;NU19/600MSKR;40;0.46;7.25;18.62;21.37
FAG;NU19/630;37;0.46;7.08;17.2;19.8
FAG;NU19/670E;38;0.46;7.23;17.69;20.3
FAG;NU19/710;38;0.46;7.37;17.71;20.28
FAG;NU19/750;41;0.46;7.25;19.09;21.9
FAG;NU19/800E;43;0.46;7.71;20.11;22.88
FAG;NU1996;38;0.46;7.02;17.65;20.34
FAG;NU202E;11;0.38;2.14;4.28;6.72
FAG;NU202M;11;0.38;2.14;4.28;6.72
FAG;NU203E;11;0.38;2.08;4.25;6.75
FAG;NU204E;12;0.39;2.15;4.67;7.32
FAG;NU204(E.TVP2);12;0.39;2.15;4.67;7.32
FAG;NU205E;13;0.4;2.5;5.25;7.75
FAG;NU205M;13;0.4;2.5;5.25;7.75
FAG;NU206E;13;0.4;2.48;5.24;7.75
FAG;NU207E;14;0.4;2.6;5.7;8.29
FAG;NU207(E.TVP2);14;0.4;2.6;5.7;8.29
FAG;NU208E;14;0.4;2.65;5.72;8.27
FAG;NU208M;14;0.4;2.65;5.72;8.27
FAG;NU209E;15;0.41;2.89;6.24;8.76
FAG;NU210E;16;0.42;3.12;6.75;9.24
FAG;NU210(E.TVP2);16;0.42;3.12;6.75;9.24
FAG;NU211E;17;0.42;3.17;7.19;9.8
FAG;NU211M;17;0.42;3.17;7.19;9.8
FAG;NU212E;16;0.41;2.99;6.69;9.3
FAG;NU213E;16;0.42;3.03;6.71;9.28
FAG;NU213(E.TVP2);16;0.42;3.03;6.71;9.28
FAG;NU214E;17;0.42;3.2;7.2;9.79
FAG;NU214M;17;0.42;3.2;7.2;9.79
FAG;NU215E;18;0.42;3.37;7.69;10.3
FAG;NU216E;18;0.42;3.4;7.7;10.29
FAG;NU216(E.TVP2);18;0.42;3.4;7.7;10.29
FAG;NU216M;18;0.42;3.4;7.7;10.29
FAG;NU217E;17;0.42;3.21;7.2;9.79
FAG;NU218E;17;0.42;3.24;7.21;9.78
FAG;NU218(E.TVP2);17;0.42;3.24;7.21;9.78
FAG;NU219E;17;0.42;3.1;7.16;9.83
FAG;NU219M;17;0.42;3.1;7.16;9.83
FAG;NU2206E;13;0.4;2.48;5.24;7.75
FAG;NU2207(E);14;0.4;2.6;5.7;8.29
FAG;NU2208E;14;0.4;2.65;5.72;8.27
FAG;NU2209E;15;0.41;2.89;6.24;8.76
FAG;NU220E;17;0.42;3.12;7.17;9.82
FAG;NU220M;17;0.42;3.12;7.17;9.82
FAG;NU2210E;16;0.42;3.12;6.75;9.24
FAG;NU2211E;17;0.42;3.17;7.19;9.8
FAG;NU2211(E);17;0.42;3.17;7.19;9.8
FAG;NU2212E;16;0.41;2.99;6.69;9.3
FAG;NU2213E;16;0.42;3.03;6.71;9.28
FAG;NU2214E;17;0.42;3.2;7.2;9.79
FAG;NU2214(E);17;0.42;3.2;7.2;9.79
FAG;NU2215E;18;0.42;3.37;7.69;10.3
FAG;NU2216E;18;0.42;3.4;7.7;10.29
FAG;NU2217E;17;0.42;3.21;7.2;9.79
FAG;NU2217(E);17;0.42;3.21;7.2;9.79
FAG;NU2218E;17;0.42;3.24;7.21;9.78
FAG;NU2219E;17;0.42;3.1;7.16;9.83
FAG;NU221E;17;0.42;3.15;7.18;9.81
FAG;NU221M;17;0.42;3.15;7.18;9.81
FAG;NU2220E;17;0.42;3.12;7.17;9.82
FAG;NU2222(E);17;0.42;3.18;7.19;9.8
FAG;NU2224E;17;0.42;3.18;7.19;9.8
FAG;NU2226E;17;0.42;3.16;7.18;9.81
FAG;NU2228(E);19;0.42;3.44;8.15;10.85
FAG;NU222E;17;0.42;3.18;7.19;9.8
FAG;NU2230E;19;0.42;3.46;8.15;10.84
FAG;NU2232E;18;0.42;3.26;7.65;10.34
FAG;NU2232(E);18;0.42;3.26;7.65;10.34
FAG;NU2234E;17;0.42;3.11;7.17;9.82
FAG;NU2236E;18;0.42;3.25;7.64;10.35
FAG;NU2238E;18;0.42;3.27;7.65;10.34
FAG;NU2238(E);18;0.42;3.27;7.65;10.34
FAG;NU2240E;18;0.42;3.29;7.66;10.33
FAG;NU2244(E);16;0.4137;2.8119;6.6198;9.3802
FAG;NU2252(E);17;0.4196;3.0279;7.1327;9.8673
FAG;NU2256;18;0.433;3.2;7.63;10.37
FAG;NU2256E TB;18;0.4237;3.1987;7.626;10.374
FAG;NU226E;17;0.42;3.16;7.18;9.81
FAG;NU 226 E XL;17;0.4229;3.1639;7.1887;9.8113
FAG;NU228E;19;0.42;3.44;8.15;10.85
FAG;NU228(E.TVP2);19;0.42;3.44;8.15;10.85
FAG;NU2305E.TVP2;11;0.38;2.08;4.25;6.75
FAG;NU2305VH;12;0.37;1.81;4.45;7.54
FAG;NU2306E.TVP2;13;0.38;1.97;4.95;8.04
FAG;NU2306VH;13;0.38;1.97;4.95;8.04
FAG;NU2307VH;13;0.38;1.97;4.95;8.04
FAG;NU2308E.TVP2;12;0.39;2.25;4.72;7.27
FAG;NU2308VH;13;0.38;1.97;4.95;8.05
FAG;NU2309E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NU2309VH;14;0.38;2.14;5.44;8.55
FAG;NU230E;19;0.42;3.46;8.15;10.84
FAG;NU2310E;13;0.4;2.43;5.21;7.78
FAG;NU2310E.TVP2;13;0.38;1.97;4.95;8.05
FAG;NU2310VH;13;0.38;1.97;4.95;8.05
FAG;NU2311E;13;0.39;2.35;5.17;7.82
FAG;NU2311VH;13;0.38;1.97;4.95;8.04
FAG;NU2312E;13;0.4;2.42;5.21;7.78
FAG;NU2312E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NU2312VH;14;0.38;2.14;5.44;8.55
FAG;NU2313E;13;0.39;2.36;5.18;7.81
FAG;NU2313E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NU2313VH;14;0.38;2.14;5.44;8.55
FAG;NU2314E;13;0.4;2.42;5.21;7.78
FAG;NU2314VH;14;0.38;2.14;5.44;8.55
FAG;NU2315E;13;0.39;2.37;5.18;7.81
FAG;NU2315E.TVP2;13;0.39;2.37;5.18;7.81
FAG;NU2315VH;14;0.38;2.14;5.44;8.55
FAG;NU2316E;13;0.4;2.42;5.21;7.79
FAG;NU2316E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NU2316VH;14;0.38;2.14;5.44;8.55
FAG;NU2317E;13;0.4;2.48;5.23;7.76
FAG;NU2317VH;15;0.39;2.3;5.94;9.05
FAG;NU2318E;13;0.4;2.42;5.21;7.78
FAG;NU2318E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NU2318VH;14;0.38;2.14;5.44;8.55
FAG;NU2319E;14;0.4;2.57;5.68;8.31
FAG;NU2319E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NU2319VH;14;0.38;2.14;5.44;8.55
FAG;NU2320E;13;0.4;2.39;5.19;7.8
FAG;NU2320E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NU2320E.TVP.C4;13;0.4;2.39;5.19;7.8
FAG;NU2320VH;14;0.38;2.14;5.44;8.55
FAG;NU2322VH;14;0.38;2.14;5.44;8.55
FAG;NU2324E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NU2324VH;14;0.38;2.14;5.44;8.55
FAG;NU2326E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NU2326VH;14;0.38;2.14;5.44;8.55
FAG;NU2328VH;14;0.38;2.14;5.44;8.55
FAG;NU232E;19;0.43;3.47;8.16;10.83
FAG;NU232M;19;0.43;3.47;8.16;10.83
FAG;NU2330E;14;0.4;2.55;5.67;8.32
FAG;NU2332E;14;0.4;2.53;5.66;8.33
FAG;NU2332E.TVP2;14;0.4;2.53;5.66;8.33
FAG;NU2334;15;0.41;2.85;6.22;8.77
FAG;NU2334E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NU2336;15;0.41;2.83;6.21;8.78
FAG;NU2338;15;0.41;2.86;6.22;8.77
FAG;NU2338E.TVP2;15;0.41;2.86;6.22;8.77
FAG;NU2340;15;0.41;3.01;6.29;8.71
FAG;NU2340E.TVP2;15;0.41;3.01;6.29;8.71
FAG;NU2344;15;0.41;2.95;6.26;8.73
FAG;NU2348;16;0.41;3;6.7;9.29
FAG;NU2348E.TVP2;16;0.41;3;6.7;9.29
FAG;NU234E;18;0.42;3.3;7.66;10.33
FAG;NU2352;16;0.42;3.04;6.72;9.28
FAG;NU236E;19;0.42;3.44;8.14;10.85
FAG;NU236(E.TVP2);19;0.42;3.44;8.14;10.85
FAG;NU238E;19;0.42;3.45;8.15;10.84
FAG;NU238M;19;0.42;3.45;8.15;10.84
FAG;NU240E;19;0.42;3.46;8.15;10.84
FAG;Nu240-E-TB-M1 (Nu240-C3);19;0.4293;3.4668;8.1572;10.8428
FAG;NU244;19;0.43;3.81;8.27;10.72
FAG;NU244(E.TVP2);19;0.43;3.81;8.27;10.72
FAG;NU248;19;0.43;3.71;8.24;10.75
FAG;Nu248-E-TB-M1 (Nu248-C3);19;0.4271;3.3571;8.1152;10.8848
FAG;NU248M;19;0.43;3.71;8.24;10.75
FAG;NU252;19;0.43;3.63;8.21;10.78
FAG;NU256;19;0.43;3.83;8.28;10.71
FAG;NU256(E.TVP2);19;0.43;3.83;8.28;10.71
FAG;NU260;19;0.43;3.68;8.23;10.76
FAG;NU260M;19;0.43;3.68;8.23;10.76
FAG;NU264;19;0.43;3.68;8.23;10.76
FAG;NU2916E;37;0.45;5.86;16.93;20.06
FAG;NU2919E;39;0.46;6.18;17.93;21.06
FAG;NU2924E;37;0.45;5.86;16.93;20.06
FAG;NU2930E;35;0.45;5.54;15.93;19.06
FAG;NU2936E;35;0.45;5.54;15.93;19.06
FAG;NU2944E;39;0.46;6.18;17.93;21.06
FAG;NU2956E;37;0.45;5.86;16.93;20.06
FAG;NU2968E;39;0.46;6.18;17.93;21.06
FAG;NU3004;16;0.4;2.47;6.44;9.55
FAG;NU3007;20;0.42;3.12;8.43;11.56
FAG;NU3010;22;0.42;3.44;9.43;12.56
FAG;NU3013;26;0.44;4.09;11.43;14.56
FAG;NU3016;25;0.43;3.93;10.93;14.06
FAG;NU3019;25;0.43;3.93;10.93;14.06
FAG;NU3024;26;0.44;4.09;11.43;14.56
FAG;NU3030;25;0.43;3.93;10.93;14.06
FAG;NU3036;24;0.43;3.77;10.43;13.56
FAG;NU303E;10;0.37;1.88;3.75;6.24
FAG;NU303M;10;0.37;1.88;3.75;6.24
FAG;NU3048;26;0.44;4.09;11.43;14.56
FAG;NU304E;10;0.37;1.9;3.76;6.23
FAG;NU3052;23;0.43;3.61;9.93;13.06
FAG;NU305E;11;0.38;2.08;4.25;6.75
FAG;NU305M;11;0.38;2.08;4.25;6.75
FAG;NU306E;12;0.39;2.23;4.71;7.28
FAG;NU307E;12;0.39;2.32;4.76;7.23
FAG;NU307E.M1;12;0.39;2.32;4.76;7.23
FAG;NU308E;12;0.39;2.25;4.72;7.27
FAG;NU308M;12;0.39;2.25;4.72;7.27
FAG;NU308MSKR;12;0.39;2.25;4.72;7.27
FAG;NU309E;13;0.39;2.34;5.17;7.82
FAG;NU310E;13;0.4;2.43;5.21;7.78
FAG;NU310E.M1;13;0.4;2.43;5.21;7.78
FAG;NU 311;12;0.403;2.478;4.83;7.14
FAG;NU311E;13;0.39;2.35;5.17;7.82
FAG;NU311M;13;0.39;2.35;5.17;7.82
FAG;NU312E;13;0.4;2.42;5.21;7.78
FAG;NU313E;13;0.39;2.36;5.18;7.81
FAG;NU313E.M1;13;0.39;2.36;5.18;7.81
FAG;NU314;13;0.408;2.4236;5.2117;7.7883
FAG;NU314E;13;0.4;2.42;5.21;7.78
FAG;NU 314 E XL TVP2;13;0.4009;2.4236;5.2117;7.7883
FAG;NU314M;13;0.4;2.42;5.21;7.78
FAG;NU315E;13;0.39;2.37;5.18;7.81
FAG;NU316E;13;0.4;2.42;5.21;7.79
FAG;NU316E.M1;13;0.4;2.42;5.21;7.79
FAG;NU317E;13;0.4;2.48;5.23;7.76
FAG;NU317 E-XL-M1;14;0.403;2.48;5.6418;8.3582
FAG;NU317M;13;0.4;2.48;5.23;7.76
FAG;NU318E;13;0.4;2.42;5.21;7.78
FAG;NU319E;14;0.4;2.57;5.68;8.31
FAG;NU319E.M1;14;0.4;2.57;5.68;8.31
FAG;NU 320;13;0.411;2.724;5.34;7.68
FAG;NU320E;13;0.4;2.39;5.19;7.8
FAG;NU320M;13;0.4;2.39;5.19;7.8
FAG;NU321E;13;0.39;2.35;5.17;7.82
FAG;NU322E;13;0.4;2.5;5.25;7.74
FAG;NU322E.M1;13;0.4;2.5;5.25;7.74
FAG;NU324E;13;0.4;2.42;5.21;7.78
FAG;NU324M;13;0.4;2.42;5.21;7.78
FAG;NU326E;13;0.4;2.49;5.24;7.75
FAG;NU328E;14;0.4;2.54;5.67;8.32
FAG;NU328E.M1;14;0.4;2.54;5.67;8.32
FAG;NU330E;15;0.4;2.55;6.08;8.91
FAG;NU330M;15;0.4;2.55;6.08;8.91
FAG;NU332E;14;0.4;2.53;5.66;8.33
FAG;NU334;15;0.41;2.85;6.22;8.77
FAG;NU334E.M1;15;0.41;2.85;6.22;8.77
FAG;NU336;15;0.41;2.83;6.21;8.78
FAG;NU336M;15;0.41;2.83;6.21;8.78
FAG;NU338;15;0.41;2.86;6.22;8.77
FAG;NU340;15;0.41;3.01;6.29;8.71
FAG;NU340E.M1;15;0.41;3.01;6.29;8.71
FAG;NU405;9;0.38;1.99;3.43;5.56
FAG;NU406;11;0.38;1.98;4.19;6.8
FAG;NU406M;11;0.38;1.98;4.19;6.8
FAG;NU407;10;0.39;2.15;3.89;6.1
FAG;NU408;10;0.38;2.09;3.86;6.13
FAG;NU409;10;0.39;2.18;3.9;6.09
FAG;NU409M;10;0.39;2.18;3.9;6.09
FAG;NU410;10;0.39;2.16;3.89;6.1
FAG;NU411;11;0.39;2.32;4.36;6.63
FAG;NU412;11;0.39;2.28;4.34;6.65
FAG;NU412M;11;0.39;2.28;4.34;6.65
FAG;NU413;11;0.39;2.33;4.37;6.62
FAG;NU414;11;0.39;2.32;4.36;6.63
FAG;NU415;11;0.39;2.26;4.33;6.66
FAG;NU415M;11;0.39;2.26;4.33;6.66
FAG;NU416;11;0.39;2.22;4.32;6.67
FAG;NU417;11;0.39;2.15;4.28;6.71
FAG;NU418;11;0.39;2.2;4.31;6.68
FAG;NU418M;11;0.39;2.2;4.31;6.68
FAG;NU419;12;0.39;2.36;4.78;7.21
FAG;NU420;12;0.39;2.32;4.76;7.23
FAG;NU421;12;0.39;2.29;4.75;7.24
FAG;NU421M;12;0.39;2.29;4.75;7.24
FAG;NU422;12;0.39;2.33;4.76;7.23
FAG;NU424;12;0.39;2.28;4.74;7.25
FAG;NUP202E;11;0.38;2.14;4.28;6.72
FAG;NUP202(ETVP2);11;0.38;2.14;4.28;6.72
FAG;NUP203E;11;0.38;2.08;4.25;6.75
FAG;NUP204E;12;0.39;2.15;4.67;7.32
FAG;NUP205E;13;0.4;2.5;5.25;7.75
FAG;NUP205(ETVP2);13;0.4;2.5;5.25;7.75
FAG;NUP206E;13;0.4;2.48;5.24;7.75
FAG;NUP207E;14;0.4;2.6;5.7;8.29
FAG;NUP208E;14;0.4;2.65;5.72;8.27
FAG;NUP208(ETVP2);14;0.4;2.65;5.72;8.27
FAG;NUP209E;15;0.41;2.89;6.24;8.76
FAG;NUP210E;16;0.42;3.12;6.75;9.24
FAG;NUP211E;17;0.42;3.17;7.19;9.8
FAG;NUP211(ETVP2);17;0.42;3.17;7.19;9.8
FAG;NUP211MSKR;17;0.42;3.17;7.19;9.8
FAG;NUP212E;16;0.41;2.99;6.69;9.3
